"wojewodztwo","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na","name","Date","liczba_ozdrowiencow"
"śląskie",23,0.05,2,0,2,878,5435,5069,26,5033,10,"t24",2021-09-13,"20210914074511_rap_rcb_woj_eksport.csv",2021-09-14,33
"świętokrzyskie",8,0.07,2,0,2,146,1329,1289,10,1277,2,"t26",2021-09-13,"20210914074511_rap_rcb_woj_eksport.csv",2021-09-14,17
"warmińsko-mazurskie",22,0.15,1,0,1,307,1512,1699,22,1677,0,"t28",2021-09-13,"20210914074511_rap_rcb_woj_eksport.csv",2021-09-14,2
"wielkopolskie",26,0.07,0,0,0,662,6304,2711,33,2672,6,"t30",2021-09-13,"20210914074511_rap_rcb_woj_eksport.csv",2021-09-14,19
"zachodniopomorskie",31,0.18,0,0,0,428,3159,2174,38,2132,4,"t32",2021-09-13,"20210914074511_rap_rcb_woj_eksport.csv",2021-09-14,26
"Cały kraj",767,0.2,21,9,12,5961,77989,42883,875,41913,95,"t00",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,202
"dolnośląskie",37,0.13,0,0,0,453,6189,2870,43,2821,6,"t02",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,11
"kujawsko-pomorskie",22,0.11,0,0,0,375,2510,1930,26,1900,4,"t04",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,12
"lubelskie",144,0.68,8,4,4,531,5470,2480,157,2318,5,"t06",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,15
"lubuskie",8,0.08,0,0,0,129,2081,918,9,909,0,"t08",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,1
"łódzkie",54,0.22,0,0,0,395,6068,3337,59,3273,5,"t10",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,13
"małopolskie",72,0.21,3,3,0,424,4461,3217,82,3129,6,"t12",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,16
"mazowieckie",106,0.2,0,0,0,1002,23889,5734,123,5584,27,"t14",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,21
"opolskie",17,0.17,1,0,1,135,1688,920,18,901,1,"t16",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,2
"podkarpackie",59,0.28,1,0,1,252,2110,2525,69,2450,6,"t18",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,11
"podlaskie",34,0.29,2,1,1,217,1939,1105,42,1061,2,"t20",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,9
"pomorskie",35,0.15,2,0,2,358,3974,2571,41,2525,5,"t22",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,20
"śląskie",41,0.09,0,0,0,581,5374,4873,46,4818,9,"t24",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,28
"świętokrzyskie",13,0.11,4,1,3,112,1373,1232,15,1214,3,"t26",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,7
"warmińsko-mazurskie",27,0.19,0,0,0,199,1597,1375,29,1344,2,"t28",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,0
"wielkopolskie",45,0.13,0,0,0,455,6172,2816,51,2761,4,"t30",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,9
"zachodniopomorskie",36,0.21,0,0,0,333,3064,2147,48,2092,7,"t32",2021-09-14,"20210915074510_rap_rcb_woj_eksport.csv",2021-09-15,25
"Cały kraj",722,0.19,10,4,6,5501,79410,40873,835,39952,86,"t00",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,434
"dolnośląskie",64,0.22,1,1,0,368,6155,2524,89,2430,5,"t02",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,29
"kujawsko-pomorskie",21,0.1,2,1,1,275,2492,1867,27,1827,13,"t04",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,16
"lubelskie",120,0.57,1,0,1,486,5897,2259,134,2121,4,"t06",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,50
"lubuskie",19,0.19,0,0,0,139,2197,1004,19,983,2,"t08",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,9
"łódzkie",38,0.16,1,0,1,372,6042,2798,41,2751,6,"t10",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,36
"małopolskie",54,0.16,0,0,0,444,4519,3060,60,2991,9,"t12",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,31
"mazowieckie",93,0.17,2,1,1,943,24557,6187,107,6063,17,"t14",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,61
"opolskie",18,0.18,0,0,0,103,1628,946,20,924,2,"t16",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,10
"podkarpackie",47,0.22,0,0,0,230,2271,2318,59,2255,4,"t18",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,33
"podlaskie",31,0.26,0,0,0,182,1962,1120,34,1085,1,"t20",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,23
"pomorskie",36,0.15,0,0,0,328,4099,2292,37,2253,2,"t22",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,32
"śląskie",52,0.12,0,0,0,567,5314,4671,63,4599,9,"t24",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,25
"świętokrzyskie",13,0.11,0,0,0,106,1492,1238,15,1221,2,"t26",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,16
"warmińsko-mazurskie",20,0.14,1,0,1,175,1665,1382,22,1359,1,"t28",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,21
"wielkopolskie",36,0.1,2,1,1,466,5841,2387,40,2342,5,"t30",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,23
"zachodniopomorskie",50,0.3,0,0,0,312,3249,2081,57,2020,4,"t32",2021-09-15,"20210916074511_rap_rcb_woj_eksport.csv",2021-09-16,19
"Cały kraj",652,0.17,8,2,6,5452,82237,35959,736,35137,86,"t00",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,498
"dolnośląskie",48,0.17,0,0,0,417,6378,2246,67,2173,6,"t02",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,43
"kujawsko-pomorskie",21,0.1,0,0,0,287,2555,1521,23,1494,4,"t04",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,21
"lubelskie",86,0.41,1,0,1,447,6134,2190,96,2094,0,"t06",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,58
"lubuskie",10,0.1,0,0,0,125,2199,859,11,848,0,"t08",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,12
"łódzkie",43,0.18,2,0,2,376,6308,2408,49,2349,10,"t10",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,35
"małopolskie",56,0.16,1,1,0,423,4502,2894,58,2823,13,"t12",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,47
"mazowieckie",86,0.16,1,0,1,907,25520,4915,94,4799,22,"t14",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,54
"opolskie",10,0.1,0,0,0,102,1712,776,11,765,0,"t16",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,9
"podkarpackie",60,0.28,2,1,1,267,2434,2169,64,2096,9,"t18",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,33
"podlaskie",47,0.4,0,0,0,201,2102,909,52,856,1,"t20",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,31
"pomorskie",37,0.16,0,0,0,348,4254,2056,40,2015,1,"t22",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,23
"śląskie",34,0.08,0,0,0,604,5387,4237,44,4189,4,"t24",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,31
"świętokrzyskie",5,0.04,0,0,0,104,1489,982,5,972,5,"t26",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,8
"warmińsko-mazurskie",20,0.14,0,0,0,190,1939,1046,20,1025,1,"t28",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,22
"wielkopolskie",30,0.09,0,0,0,371,5864,2361,34,2321,6,"t30",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,28
"zachodniopomorskie",54,0.32,1,0,1,278,3432,1834,62,1768,4,"t32",2021-09-16,"20210917074510_rap_rcb_woj_eksport.csv",2021-09-17,41
"Cały kraj",797,0.21,14,1,13,5055,84180,42954,923,41911,120,"t00",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,522
"dolnośląskie",43,0.15,1,1,0,361,6525,2702,66,2630,6,"t02",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,37
"kujawsko-pomorskie",20,0.1,0,0,0,246,2586,1987,30,1953,4,"t04",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,23
"lubelskie",122,0.58,2,0,2,508,6330,2602,142,2453,7,"t06",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,67
"lubuskie",7,0.07,0,0,0,118,2362,942,8,932,2,"t08",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,12
"łódzkie",55,0.22,2,0,2,332,6355,2830,60,2759,11,"t10",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,41
"małopolskie",57,0.17,2,0,2,410,4439,3369,61,3303,5,"t12",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,50
"mazowieckie",135,0.25,2,0,2,817,26407,6271,155,6094,22,"t14",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,74
"opolskie",17,0.17,0,0,0,82,1833,913,18,883,12,"t16",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,16
"podkarpackie",52,0.24,2,0,2,249,2406,2410,56,2345,9,"t18",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,38
"podlaskie",41,0.35,0,0,0,204,2172,1165,47,1108,10,"t20",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,22
"pomorskie",37,0.16,2,0,2,299,4273,2488,39,2446,3,"t22",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,29
"śląskie",53,0.12,0,0,0,479,5370,4555,59,4485,11,"t24",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,32
"świętokrzyskie",15,0.12,0,0,0,110,1537,1078,16,1056,6,"t26",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,11
"warmińsko-mazurskie",28,0.2,0,0,0,173,1988,1517,31,1486,0,"t28",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,14
"wielkopolskie",43,0.12,0,0,0,388,6017,2759,53,2700,6,"t30",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,23
"zachodniopomorskie",61,0.36,1,0,1,274,3552,1913,69,1839,5,"t32",2021-09-17,"20210918074511_rap_rcb_woj_eksport.csv",2021-09-18,29
"Cały kraj",540,0.14,1,0,1,290,81151,30978,610,30320,48,"t00",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,532
"dolnośląskie",39,0.13,0,0,0,20,6202,1771,46,1724,1,"t02",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,41
"kujawsko-pomorskie",22,0.11,0,0,0,18,2434,1180,24,1149,7,"t04",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,10
"lubelskie",101,0.48,0,0,0,15,5843,1842,112,1725,5,"t06",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,57
"lubuskie",15,0.15,0,0,0,5,2348,631,15,616,0,"t08",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,5
"łódzkie",26,0.11,0,0,0,9,6267,2100,35,2065,0,"t10",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,38
"małopolskie",34,0.1,0,0,0,37,4001,2831,40,2789,2,"t12",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,53
"mazowieckie",83,0.15,0,0,0,88,26271,4312,93,4211,8,"t14",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,99
"opolskie",14,0.14,0,0,0,0,1788,674,14,658,2,"t16",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,10
"podkarpackie",38,0.18,0,0,0,30,2080,2137,44,2084,9,"t18",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,34
"podlaskie",22,0.19,1,0,1,20,2098,856,25,830,1,"t20",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,21
"pomorskie",13,0.06,0,0,0,10,4122,1691,16,1675,0,"t22",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,25
"śląskie",33,0.07,0,0,0,7,5127,3089,37,3046,6,"t24",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,36
"świętokrzyskie",12,0.1,0,0,0,3,1428,996,13,982,1,"t26",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,13
"warmińsko-mazurskie",11,0.08,0,0,0,6,1817,704,12,691,1,"t28",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,19
"wielkopolskie",35,0.1,0,0,0,12,5862,1865,36,1827,2,"t30",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,29
"zachodniopomorskie",24,0.14,0,0,0,10,3443,1288,27,1258,3,"t32",2021-09-18,"20210919074512_rap_rcb_woj_eksport.csv",2021-09-19,36
"Cały kraj",363,0.09,0,0,0,146,79325,22331,428,21855,48,"t00",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,526
"dolnośląskie",10,0.03,0,0,0,7,5935,1066,12,1052,2,"t02",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,42
"kujawsko-pomorskie",2,0.01,0,0,0,12,2328,848,9,834,5,"t04",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,16
"lubelskie",42,0.2,0,0,0,10,5514,1048,42,1006,0,"t06",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,76
"lubuskie",14,0.14,0,0,0,4,2346,550,14,534,2,"t08",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,6
"łódzkie",28,0.11,0,0,0,3,6346,1477,34,1441,2,"t10",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,22
"małopolskie",39,0.11,0,0,0,4,3889,2532,43,2487,2,"t12",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,42
"mazowieckie",64,0.12,0,0,0,64,26320,3045,69,2966,10,"t14",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,57
"opolskie",4,0.04,0,0,0,4,1684,396,6,388,2,"t16",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,7
"podkarpackie",24,0.11,0,0,0,9,1998,1457,31,1420,6,"t18",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,37
"podlaskie",14,0.12,0,0,0,4,1965,492,15,477,0,"t20",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,22
"pomorskie",19,0.08,0,0,0,2,4162,1469,20,1447,2,"t22",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,31
"śląskie",27,0.06,0,0,0,3,4795,2443,31,2411,1,"t24",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,44
"świętokrzyskie",8,0.07,0,0,0,2,1382,685,15,668,2,"t26",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,11
"warmińsko-mazurskie",6,0.04,0,0,0,4,1767,556,8,545,3,"t28",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,15
"wielkopolskie",29,0.08,0,0,0,4,5533,1407,33,1372,2,"t30",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,47
"zachodniopomorskie",24,0.14,0,0,0,10,3343,1020,31,986,3,"t32",2021-09-19,"20210920074511_rap_rcb_woj_eksport.csv",2021-09-20,43
"Cały kraj",711,0.19,15,5,10,8138,86101,45337,862,44382,93,"t00",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,498
"dolnośląskie",34,0.12,0,0,0,524,6301,2869,53,2808,8,"t02",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,39
"kujawsko-pomorskie",43,0.21,2,0,2,478,2645,2317,47,2265,5,"t04",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,15
"lubelskie",109,0.52,1,0,1,769,6498,2670,124,2537,9,"t06",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,60
"lubuskie",13,0.13,0,0,0,181,2340,1019,19,999,1,"t08",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,15
"łódzkie",74,0.3,3,1,2,571,7202,3509,81,3417,11,"t10",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,50
"małopolskie",53,0.16,5,3,2,606,4404,3412,59,3345,8,"t12",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,51
"mazowieckie",107,0.2,1,0,1,1249,27060,6045,130,5907,8,"t14",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,73
"opolskie",8,0.08,0,0,0,191,1850,1028,9,1016,3,"t16",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,19
"podkarpackie",31,0.15,0,0,0,330,2360,2685,39,2640,6,"t18",2021-09-20,"20210921074510_rap_rcb_woj_eksport.csv",2021-09-21,27
